CMDLINE /anaconda/bin/python csnn_pc_mnist.py
MEM 429.617188 1498112398.7521
MEM 429.617188 1498112398.8678
MEM 429.984375 1498112398.9839
MEM 429.984375 1498112399.1018
MEM 429.984375 1498112399.2184
MEM 429.984375 1498112399.3303
MEM 429.984375 1498112399.4446
MEM 429.984375 1498112399.5593
MEM 430.960938 1498112399.6718
MEM 430.003906 1498112399.7887
MEM 430.003906 1498112399.9061
MEM 430.011719 1498112400.0237
MEM 430.011719 1498112400.1440
MEM 430.011719 1498112400.2578
MEM 430.011719 1498112400.3706
MEM 430.015625 1498112400.4915
MEM 430.042969 1498112400.6113
MEM 430.062500 1498112400.7319
MEM 430.062500 1498112400.8504
MEM 430.078125 1498112400.9678
MEM 430.082031 1498112401.0867
MEM 430.082031 1498112401.2005
MEM 430.082031 1498112401.3277
MEM 430.082031 1498112401.4469
MEM 430.082031 1498112401.5573
MEM 430.082031 1498112401.6671
MEM 430.082031 1498112401.7845
MEM 430.082031 1498112401.9028
MEM 430.082031 1498112402.0177
MEM 430.082031 1498112402.1297
MEM 430.082031 1498112402.2414
MEM 430.085938 1498112402.3560
MEM 431.042969 1498112402.4716
MEM 430.089844 1498112402.5863
MEM 430.089844 1498112402.7035
MEM 430.089844 1498112402.8165
MEM 430.089844 1498112402.9309
MEM 430.089844 1498112403.0480
MEM 430.089844 1498112403.1671
MEM 430.089844 1498112403.2830
MEM 430.089844 1498112403.3986
MEM 430.089844 1498112403.5114
MEM 430.093750 1498112403.6317
MEM 430.093750 1498112403.7437
MEM 430.093750 1498112403.8589
MEM 430.093750 1498112403.9777
MEM 430.093750 1498112404.0951
MEM 430.394531 1498112404.2143
MEM 433.824219 1498112404.3287
MEM 430.394531 1498112404.4465
MEM 430.394531 1498112404.5586
MEM 430.464844 1498112404.6752
MEM 430.468750 1498112404.8032
MEM 430.468750 1498112404.9246
MEM 430.468750 1498112405.0426
MEM 430.468750 1498112405.1552
MEM 430.476562 1498112405.2741
MEM 430.476562 1498112405.3913
MEM 430.476562 1498112405.5101
MEM 430.476562 1498112405.6282
MEM 430.476562 1498112405.7429
MEM 430.476562 1498112405.8633
MEM 430.476562 1498112405.9808
MEM 430.476562 1498112406.0963
MEM 430.480469 1498112406.2155
MEM 430.480469 1498112406.3316
MEM 430.480469 1498112406.4496
MEM 430.480469 1498112406.5656
MEM 430.484375 1498112406.6797
MEM 430.484375 1498112406.7981
MEM 430.484375 1498112406.9171
MEM 430.484375 1498112407.0354
MEM 430.484375 1498112407.1537
MEM 430.484375 1498112407.2698
MEM 430.484375 1498112407.3846
MEM 430.484375 1498112407.4983
MEM 430.484375 1498112407.6149
MEM 430.484375 1498112407.7322
MEM 430.484375 1498112407.8477
MEM 430.488281 1498112407.9616
MEM 430.488281 1498112408.0814
MEM 430.507812 1498112408.1969
MEM 430.511719 1498112408.3117
MEM 430.546875 1498112408.4303
MEM 430.546875 1498112408.5464
MEM 430.546875 1498112408.6613
MEM 430.546875 1498112408.7758
MEM 430.546875 1498112408.8910
MEM 430.546875 1498112409.0100
MEM 430.546875 1498112409.1272
MEM 430.546875 1498112409.2471
MEM 430.550781 1498112409.3579
MEM 430.550781 1498112409.4720
MEM 430.550781 1498112409.5845
MEM 431.468750 1498112409.6998
MEM 430.550781 1498112409.8132
MEM 430.550781 1498112409.9342
MEM 430.550781 1498112410.0582
MEM 430.550781 1498112410.1730
MEM 431.468750 1498112410.2839
MEM 430.550781 1498112410.4220
MEM 430.550781 1498112410.5394
MEM 430.550781 1498112410.6577
MEM 430.554688 1498112410.7726
MEM 431.511719 1498112410.8853
MEM 430.558594 1498112411.0028
MEM 430.558594 1498112411.1194
MEM 431.089844 1498112411.2364
MEM 431.089844 1498112411.3543
MEM 431.089844 1498112411.4723
MEM 431.089844 1498112411.5849
MEM 431.089844 1498112411.7044
MEM 431.105469 1498112411.8198
MEM 431.105469 1498112411.9360
MEM 431.105469 1498112412.0506
MEM 431.105469 1498112412.1717
MEM 431.105469 1498112412.2924
MEM 431.105469 1498112412.4091
MEM 431.105469 1498112412.5274
MEM 432.281250 1498112412.6495
MEM 431.105469 1498112412.8377
MEM 431.105469 1498112412.9560
MEM 431.105469 1498112413.0733
MEM 431.105469 1498112413.1829
MEM 431.105469 1498112413.2953
MEM 431.105469 1498112413.4111
MEM 431.105469 1498112413.5313
MEM 431.105469 1498112413.6491
MEM 431.105469 1498112413.7767
MEM 431.105469 1498112413.8956
MEM 431.105469 1498112414.0139
MEM 431.105469 1498112414.1314
MEM 431.105469 1498112414.2488
MEM 431.105469 1498112414.3723
MEM 431.105469 1498112414.4912
MEM 431.105469 1498112414.6212
MEM 431.105469 1498112414.7449
MEM 431.109375 1498112414.8624
MEM 431.109375 1498112414.9799
MEM 431.109375 1498112415.1001
MEM 431.109375 1498112415.2156
MEM 431.109375 1498112415.3343
MEM 431.109375 1498112415.4597
MEM 431.109375 1498112415.5771
MEM 431.109375 1498112415.6939
MEM 431.109375 1498112415.8163
MEM 431.109375 1498112415.9324
MEM 431.109375 1498112416.0524
MEM 431.109375 1498112416.1733
MEM 431.109375 1498112416.2933
MEM 431.109375 1498112416.4133
MEM 431.109375 1498112416.5308
MEM 431.109375 1498112416.6493
MEM 431.109375 1498112416.7647
MEM 431.109375 1498112416.8856
MEM 431.109375 1498112417.0057
MEM 432.066406 1498112417.1238
MEM 431.117188 1498112417.2502
MEM 431.117188 1498112417.3675
MEM 431.117188 1498112417.4909
MEM 431.117188 1498112417.6091
MEM 431.117188 1498112417.7291
MEM 431.117188 1498112417.8444
MEM 431.117188 1498112417.9625
MEM 431.117188 1498112418.0787
MEM 431.117188 1498112418.1950
MEM 431.117188 1498112418.3108
MEM 430.835938 1498112418.4264
MEM 430.835938 1498112418.5443
MEM 430.835938 1498112418.6622
MEM 430.835938 1498112418.7787
MEM 429.058594 1498112418.8955
MEM 429.058594 1498112419.0122
MEM 429.082031 1498112419.1277
MEM 429.082031 1498112419.2478
MEM 429.082031 1498112419.3843
MEM 429.082031 1498112419.5076
MEM 429.082031 1498112419.6273
MEM 429.085938 1498112419.7459
MEM 429.085938 1498112419.8647
MEM 429.085938 1498112419.9853
MEM 429.085938 1498112420.1223
MEM 429.085938 1498112420.3008
MEM 429.085938 1498112420.4220
MEM 429.085938 1498112420.5417
MEM 429.085938 1498112420.6627
MEM 429.085938 1498112420.7939
MEM 430.011719 1498112420.9156
MEM 429.093750 1498112421.0409
MEM 429.093750 1498112421.1655
MEM 429.093750 1498112421.2987
MEM 429.113281 1498112421.5543
MEM 430.050781 1498112421.6830
MEM 429.128906 1498112421.8022
MEM 429.128906 1498112421.9211
MEM 429.128906 1498112422.0485
MEM 429.128906 1498112422.1659
MEM 429.128906 1498112422.2789
MEM 431.031250 1498112422.3977
MEM 431.296875 1498112422.5503
MEM 434.726562 1498112422.6687
MEM 431.296875 1498112422.7853
MEM 431.296875 1498112422.9010
MEM 431.296875 1498112423.0207
MEM 431.296875 1498112423.1434
MEM 431.296875 1498112423.2652
MEM 431.394531 1498112423.3789
MEM 431.394531 1498112423.4985
MEM 431.394531 1498112423.6228
MEM 431.394531 1498112423.7464
MEM 431.394531 1498112423.8634
MEM 432.312500 1498112423.9838
MEM 431.394531 1498112424.1011
MEM 431.394531 1498112424.2355
MEM 431.394531 1498112424.3566
MEM 431.398438 1498112424.4727
MEM 431.406250 1498112424.5915
MEM 431.406250 1498112424.7102
MEM 431.406250 1498112424.8273
MEM 431.406250 1498112424.9461
MEM 431.406250 1498112425.0626
MEM 431.406250 1498112425.1813
MEM 431.406250 1498112425.2960
MEM 431.406250 1498112425.4144
MEM 431.406250 1498112425.5328
MEM 431.406250 1498112425.6507
MEM 431.406250 1498112425.7696
MEM 431.406250 1498112425.8876
MEM 431.406250 1498112426.0105
MEM 431.406250 1498112426.1313
MEM 431.406250 1498112426.2460
MEM 431.410156 1498112426.3639
MEM 431.414062 1498112426.4825
MEM 431.414062 1498112426.6025
MEM 431.414062 1498112426.7165
MEM 431.414062 1498112426.8329
MEM 431.414062 1498112426.9518
MEM 431.414062 1498112427.0698
MEM 431.414062 1498112427.1843
MEM 431.414062 1498112427.3071
MEM 431.414062 1498112427.4265
MEM 431.414062 1498112427.5545
MEM 431.414062 1498112427.7061
MEM 431.414062 1498112427.8238
MEM 431.414062 1498112427.9438
MEM 431.414062 1498112428.0623
MEM 431.414062 1498112428.1814
MEM 431.414062 1498112428.3069
MEM 431.414062 1498112428.4469
MEM 431.417969 1498112428.5754
MEM 431.429688 1498112428.7245
MEM 431.441406 1498112428.8550
MEM 431.441406 1498112428.9706
MEM 431.441406 1498112429.0864
MEM 431.441406 1498112429.2053
MEM 432.359375 1498112429.3214
MEM 431.441406 1498112429.4370
MEM 431.441406 1498112429.5610
MEM 431.441406 1498112429.6753
MEM 431.441406 1498112429.7981
MEM 431.441406 1498112429.9209
MEM 431.445312 1498112430.0405
MEM 431.445312 1498112430.1553
MEM 431.445312 1498112430.2752
MEM 431.519531 1498112430.3959
MEM 431.550781 1498112430.5130
MEM 431.550781 1498112430.6305
MEM 431.550781 1498112430.7510
MEM 431.550781 1498112430.8708
MEM 431.550781 1498112430.9912
MEM 431.550781 1498112431.1084
MEM 431.550781 1498112431.2294
MEM 431.550781 1498112431.3482
MEM 431.550781 1498112431.4734
MEM 431.550781 1498112431.5935
MEM 431.550781 1498112431.7122
MEM 431.550781 1498112431.8337
MEM 431.550781 1498112431.9571
MEM 431.550781 1498112432.0743
MEM 431.550781 1498112432.1920
MEM 431.550781 1498112432.3176
MEM 431.562500 1498112432.4543
MEM 431.628906 1498112432.5723
MEM 431.628906 1498112432.6884
MEM 431.628906 1498112432.8094
MEM 431.628906 1498112432.9308
MEM 431.628906 1498112433.0494
MEM 431.628906 1498112433.1648
MEM 431.894531 1498112433.2884
MEM 431.925781 1498112433.4050
MEM 431.925781 1498112433.5297
MEM 435.367188 1498112433.6471
MEM 431.960938 1498112433.7702
MEM 431.960938 1498112433.8905
MEM 431.960938 1498112434.0084
MEM 431.960938 1498112434.1262
MEM 431.960938 1498112434.2453
MEM 431.960938 1498112434.3644
MEM 431.960938 1498112434.4877
MEM 431.960938 1498112434.6065
MEM 431.960938 1498112434.7281
MEM 431.960938 1498112434.8466
MEM 431.960938 1498112434.9675
MEM 431.960938 1498112435.0854
MEM 431.960938 1498112435.2032
MEM 431.972656 1498112435.3227
MEM 432.417969 1498112435.4438
MEM 433.148438 1498112435.5638
MEM 431.976562 1498112435.6824
MEM 431.976562 1498112435.8025
MEM 431.976562 1498112435.9213
MEM 431.976562 1498112436.0350
MEM 431.976562 1498112436.1521
MEM 432.894531 1498112436.2681
MEM 431.976562 1498112436.3868
MEM 431.976562 1498112436.5017
MEM 431.976562 1498112436.6201
MEM 431.976562 1498112436.7374
MEM 431.976562 1498112436.8596
MEM 431.976562 1498112436.9783
MEM 431.976562 1498112437.0945
MEM 431.976562 1498112437.2134
MEM 431.984375 1498112437.3330
MEM 431.988281 1498112437.4505
MEM 431.988281 1498112437.5689
MEM 431.988281 1498112437.6827
MEM 431.988281 1498112437.8025
MEM 432.003906 1498112437.9225
MEM 432.007812 1498112438.0388
MEM 432.019531 1498112438.1574
MEM 432.035156 1498112438.2728
MEM 433.242188 1498112438.3887
MEM 432.066406 1498112438.5072
MEM 431.933594 1498112438.6241
MEM 431.933594 1498112438.7381
MEM 431.933594 1498112438.8556
MEM 431.945312 1498112438.9736
MEM 431.945312 1498112439.0915
MEM 431.945312 1498112439.2067
MEM 431.945312 1498112439.3280
MEM 431.945312 1498112439.4514
MEM 432.902344 1498112439.5689
MEM 431.945312 1498112439.6870
MEM 431.945312 1498112439.8108
MEM 431.945312 1498112439.9270
MEM 431.945312 1498112440.0471
MEM 431.945312 1498112440.1665
MEM 431.945312 1498112440.2839
MEM 431.945312 1498112440.4002
MEM 431.945312 1498112440.5203
MEM 431.945312 1498112440.6365
MEM 431.996094 1498112440.7561
MEM 432.039062 1498112440.8768
MEM 432.996094 1498112440.9992
MEM 432.042969 1498112441.1158
MEM 432.042969 1498112441.2308
MEM 432.042969 1498112441.3516
MEM 432.042969 1498112441.4712
MEM 432.042969 1498112441.5921
MEM 432.042969 1498112441.7134
MEM 432.042969 1498112441.8392
MEM 432.042969 1498112441.9584
MEM 432.042969 1498112442.0752
MEM 432.042969 1498112442.1955
MEM 432.042969 1498112442.3164
MEM 432.042969 1498112442.4312
MEM 432.042969 1498112442.5515
MEM 432.042969 1498112442.6713
MEM 432.042969 1498112442.7935
MEM 432.960938 1498112442.9085
MEM 432.042969 1498112443.0296
MEM 432.042969 1498112443.1456
MEM 432.042969 1498112443.2617
MEM 432.042969 1498112443.3821
MEM 432.042969 1498112443.5028
MEM 432.042969 1498112443.6215
MEM 432.042969 1498112443.7393
MEM 432.042969 1498112443.8543
MEM 432.042969 1498112443.9697
MEM 432.042969 1498112444.0855
MEM 432.042969 1498112444.2098
MEM 432.042969 1498112444.3273
MEM 432.042969 1498112444.4458
MEM 432.042969 1498112444.5622
MEM 432.042969 1498112444.6816
MEM 432.042969 1498112444.8003
MEM 432.042969 1498112444.9156
MEM 432.042969 1498112445.0328
MEM 433.000000 1498112445.1513
MEM 432.042969 1498112445.2702
MEM 432.042969 1498112445.3902
MEM 432.042969 1498112445.5089
MEM 432.042969 1498112445.6293
MEM 432.042969 1498112445.7511
MEM 432.042969 1498112445.8696
MEM 432.042969 1498112445.9918
MEM 432.042969 1498112446.1145
MEM 432.046875 1498112446.2401
MEM 433.222656 1498112446.3563
MEM 432.054688 1498112446.4721
MEM 432.054688 1498112446.5900
MEM 432.054688 1498112446.7107
MEM 432.054688 1498112446.8287
MEM 432.054688 1498112446.9452
MEM 432.054688 1498112447.0630
MEM 432.320312 1498112447.1786
MEM 432.320312 1498112447.2961
MEM 432.320312 1498112447.4180
MEM 435.750000 1498112447.5373
MEM 432.320312 1498112447.6590
MEM 432.320312 1498112447.7749
MEM 432.320312 1498112447.8993
MEM 432.320312 1498112448.0185
MEM 433.277344 1498112448.1374
MEM 432.320312 1498112448.2571
MEM 432.320312 1498112448.3818
MEM 432.320312 1498112448.4964
MEM 432.320312 1498112448.6154
MEM 432.320312 1498112448.7345
MEM 432.320312 1498112448.8527
MEM 432.320312 1498112448.9740
MEM 432.320312 1498112449.0927
MEM 432.320312 1498112449.2138
MEM 432.320312 1498112449.3294
MEM 433.527344 1498112449.4454
MEM 432.351562 1498112449.5645
MEM 432.351562 1498112449.6825
MEM 432.351562 1498112449.7995
MEM 432.351562 1498112449.9188
MEM 432.351562 1498112450.0386
MEM 432.351562 1498112450.1570
MEM 432.351562 1498112450.2742
MEM 432.355469 1498112450.3928
MEM 432.355469 1498112450.5130
MEM 432.355469 1498112450.6360
MEM 432.355469 1498112450.7539
MEM 432.355469 1498112450.8694
MEM 432.355469 1498112450.9862
MEM 432.355469 1498112451.1054
MEM 432.355469 1498112451.2250
MEM 432.347656 1498112451.3425
MEM 432.347656 1498112451.4635
MEM 432.347656 1498112451.5872
MEM 432.347656 1498112451.7058
MEM 432.347656 1498112451.8306
MEM 432.347656 1498112451.9467
MEM 433.304688 1498112452.0642
MEM 432.355469 1498112452.1857
MEM 432.355469 1498112452.3018
MEM 432.355469 1498112452.4236
MEM 432.355469 1498112452.5428
MEM 432.355469 1498112452.6617
MEM 432.355469 1498112452.7817
MEM 432.355469 1498112452.9008
MEM 432.355469 1498112453.0194
MEM 432.355469 1498112453.1359
MEM 432.355469 1498112453.2537
MEM 432.355469 1498112453.3742
MEM 432.355469 1498112453.4915
MEM 432.355469 1498112453.6108
MEM 432.355469 1498112453.7319
MEM 432.355469 1498112453.8538
MEM 432.355469 1498112453.9727
MEM 432.355469 1498112454.0976
MEM 432.355469 1498112454.2110
MEM 432.359375 1498112454.3291
MEM 432.367188 1498112454.4535
MEM 433.296875 1498112454.5720
MEM 432.367188 1498112454.6880
MEM 432.367188 1498112454.8077
MEM 432.367188 1498112454.9297
MEM 432.367188 1498112455.0526
MEM 432.367188 1498112455.1719
MEM 432.367188 1498112455.2959
MEM 432.367188 1498112455.4151
MEM 432.367188 1498112455.5341
MEM 432.367188 1498112455.6549
MEM 432.367188 1498112455.7698
MEM 432.367188 1498112455.8876
MEM 432.367188 1498112456.0045
MEM 432.367188 1498112456.1249
MEM 432.367188 1498112456.2444
MEM 432.367188 1498112456.3665
MEM 433.253906 1498112456.4895
MEM 432.367188 1498112456.6061
MEM 432.367188 1498112456.7301
MEM 432.367188 1498112456.8486
MEM 432.367188 1498112456.9652
MEM 432.367188 1498112457.0840
MEM 432.367188 1498112457.1993
MEM 432.414062 1498112457.3173
MEM 432.414062 1498112457.4349
MEM 432.414062 1498112457.5619
MEM 432.414062 1498112457.6850
MEM 432.414062 1498112457.8033
MEM 432.414062 1498112457.9200
MEM 432.414062 1498112458.0379
MEM 432.414062 1498112458.1544
MEM 433.332031 1498112458.2711
MEM 432.414062 1498112458.3904
MEM 432.414062 1498112458.5084
MEM 432.414062 1498112458.6263
MEM 432.414062 1498112458.7427
MEM 432.414062 1498112458.8647
MEM 432.417969 1498112458.9800
MEM 432.417969 1498112459.0973
MEM 432.417969 1498112459.2151
MEM 432.417969 1498112459.3339
MEM 432.417969 1498112459.4559
MEM 432.734375 1498112459.5730
MEM 432.734375 1498112459.6877
MEM 435.222656 1498112459.8090
MEM 432.734375 1498112459.9235
MEM 432.734375 1498112460.0403
MEM 432.734375 1498112460.1588
MEM 432.734375 1498112460.2752
MEM 432.734375 1498112460.3930
MEM 432.734375 1498112460.5117
MEM 432.734375 1498112460.6337
MEM 432.734375 1498112460.7511
MEM 432.734375 1498112460.8722
MEM 432.734375 1498112460.9900
MEM 432.734375 1498112461.1070
MEM 432.734375 1498112461.2278
MEM 432.734375 1498112461.3436
MEM 432.734375 1498112461.4630
MEM 432.734375 1498112461.5807
MEM 432.734375 1498112461.7015
MEM 432.734375 1498112461.8192
MEM 432.734375 1498112461.9355
MEM 432.734375 1498112462.0542
MEM 432.734375 1498112462.1687
MEM 432.734375 1498112462.2875
MEM 432.734375 1498112462.4109
MEM 432.734375 1498112462.5292
MEM 433.691406 1498112462.6444
MEM 432.734375 1498112462.7631
MEM 432.734375 1498112462.8840
MEM 432.734375 1498112463.0059
MEM 432.734375 1498112463.1265
MEM 432.734375 1498112463.2514
MEM 432.734375 1498112463.3683
MEM 432.734375 1498112463.4850
MEM 432.738281 1498112463.6062
MEM 433.914062 1498112463.7278
MEM 432.750000 1498112463.8465
MEM 432.750000 1498112463.9660
MEM 432.750000 1498112464.0861
MEM 432.750000 1498112464.2017
MEM 432.750000 1498112464.3183
MEM 432.750000 1498112464.4372
MEM 432.750000 1498112464.5545
MEM 432.750000 1498112464.6729
MEM 433.660156 1498112464.7897
MEM 432.750000 1498112464.9076
MEM 432.750000 1498112465.0247
MEM 432.750000 1498112465.1408
MEM 432.750000 1498112465.2612
MEM 432.750000 1498112465.3831
MEM 432.750000 1498112465.5004
MEM 432.750000 1498112465.6189
MEM 432.750000 1498112465.7390
MEM 432.750000 1498112465.8581
MEM 432.750000 1498112465.9822
MEM 432.750000 1498112466.1008
MEM 432.750000 1498112466.2172
MEM 432.750000 1498112466.3343
MEM 432.750000 1498112466.4539
MEM 432.750000 1498112466.5689
MEM 432.750000 1498112466.6900
MEM 432.750000 1498112466.8063
MEM 432.750000 1498112466.9299
MEM 432.750000 1498112467.0532
MEM 432.750000 1498112467.1710
MEM 432.750000 1498112467.2886
MEM 432.750000 1498112467.4043
MEM 432.750000 1498112467.5236
MEM 432.750000 1498112467.6386
MEM 432.750000 1498112467.7564
MEM 432.750000 1498112467.8712
MEM 432.750000 1498112467.9896
MEM 433.707031 1498112468.1056
MEM 433.925781 1498112468.2250
MEM 432.750000 1498112468.3459
MEM 432.750000 1498112468.4613
MEM 432.750000 1498112468.5809
MEM 432.750000 1498112468.7006
MEM 432.750000 1498112468.8196
MEM 432.750000 1498112468.9373
MEM 432.750000 1498112469.0551
MEM 432.757812 1498112469.1727
MEM 432.757812 1498112469.2899
MEM 432.757812 1498112469.4071
MEM 432.757812 1498112469.5252
MEM 432.757812 1498112469.6425
MEM 432.757812 1498112469.7603
MEM 432.757812 1498112469.8792
MEM 432.757812 1498112469.9973
MEM 432.757812 1498112470.1170
MEM 432.757812 1498112470.2353
MEM 433.714844 1498112470.3536
MEM 432.972656 1498112470.4710
MEM 432.757812 1498112470.5866
MEM 432.757812 1498112470.7100
MEM 432.757812 1498112470.8255
MEM 432.757812 1498112470.9447
MEM 433.023438 1498112471.0644
MEM 433.046875 1498112471.1795
MEM 436.476562 1498112471.2987
MEM 433.046875 1498112471.4213
MEM 433.046875 1498112471.5442
MEM 433.046875 1498112471.6706
MEM 433.046875 1498112471.7837
MEM 434.003906 1498112471.8994
MEM 433.046875 1498112472.0182
MEM 433.046875 1498112472.1376
MEM 433.046875 1498112472.2635
MEM 433.046875 1498112472.3843
MEM 433.046875 1498112472.5020
MEM 433.046875 1498112472.6236
MEM 433.046875 1498112472.7436
MEM 433.074219 1498112472.8674
MEM 434.250000 1498112472.9841
MEM 433.078125 1498112473.1019
MEM 433.078125 1498112473.2177
MEM 433.078125 1498112473.3354
MEM 433.078125 1498112473.4590
MEM 433.078125 1498112473.5756
MEM 433.078125 1498112473.6945
MEM 433.078125 1498112473.8203
MEM 433.078125 1498112473.9359
MEM 433.078125 1498112474.0634
MEM 433.078125 1498112474.1802
MEM 433.078125 1498112474.2995
MEM 433.078125 1498112474.4253
MEM 433.078125 1498112474.5402
MEM 433.078125 1498112474.6589
MEM 433.078125 1498112474.7811
MEM 433.078125 1498112474.8997
MEM 433.078125 1498112475.0183
MEM 433.078125 1498112475.1341
MEM 434.253906 1498112475.2539
MEM 433.402344 1498112475.3693
MEM 433.402344 1498112475.4852
MEM 433.402344 1498112475.6016
MEM 433.402344 1498112475.7218
MEM 433.402344 1498112475.8431
MEM 433.402344 1498112475.9656
MEM 433.402344 1498112476.0806
MEM 433.402344 1498112476.1969
MEM 433.402344 1498112476.3221
MEM 433.402344 1498112476.4400
MEM 433.402344 1498112476.5618
MEM 433.402344 1498112476.6772
MEM 433.402344 1498112476.7913
MEM 433.402344 1498112476.9107
MEM 433.402344 1498112477.0301
MEM 433.402344 1498112477.1537
MEM 433.402344 1498112477.2712
MEM 433.402344 1498112477.3886
MEM 433.402344 1498112477.5089
MEM 433.402344 1498112477.6303
MEM 433.402344 1498112477.7487
MEM 433.402344 1498112477.8736
MEM 433.402344 1498112477.9924
MEM 433.402344 1498112478.1099
MEM 433.402344 1498112478.2283
MEM 433.402344 1498112478.3445
MEM 433.402344 1498112478.4623
MEM 433.402344 1498112478.5830
MEM 433.402344 1498112478.7017
MEM 433.402344 1498112478.8201
MEM 433.402344 1498112478.9455
MEM 433.402344 1498112479.0602
MEM 433.402344 1498112479.1829
MEM 433.402344 1498112479.3044
MEM 433.402344 1498112479.4235
MEM 433.402344 1498112479.5419
MEM 433.402344 1498112479.6608
MEM 433.402344 1498112479.7780
MEM 433.402344 1498112479.9013
MEM 434.359375 1498112480.0232
MEM 433.402344 1498112480.1430
MEM 433.402344 1498112480.2608
MEM 433.402344 1498112480.3864
MEM 433.402344 1498112480.6377
MEM 434.312500 1498112480.7711
MEM 433.402344 1498112480.9120
MEM 433.402344 1498112481.0293
MEM 433.402344 1498112481.1499
MEM 433.402344 1498112481.2783
MEM 433.402344 1498112481.5291
MEM 433.402344 1498112481.6510
MEM 433.402344 1498112481.7720
MEM 433.402344 1498112481.8925
MEM 433.402344 1498112482.0332
MEM 433.402344 1498112482.1512
MEM 433.402344 1498112482.2751
MEM 433.402344 1498112482.3956
MEM 433.402344 1498112482.5199
MEM 433.402344 1498112482.6460
MEM 433.402344 1498112482.7654
MEM 433.402344 1498112482.8851
MEM 433.402344 1498112483.0025
MEM 433.402344 1498112483.1263
MEM 433.402344 1498112483.2494
MEM 433.402344 1498112483.3673
MEM 433.402344 1498112483.4891
MEM 433.402344 1498112483.6064
MEM 433.402344 1498112483.7323
MEM 433.402344 1498112483.8581
MEM 434.578125 1498112483.9754
MEM 433.402344 1498112484.0922
MEM 433.402344 1498112484.2139
MEM 433.402344 1498112484.3287
MEM 433.402344 1498112484.4465
MEM 433.402344 1498112484.5632
MEM 433.933594 1498112484.6790
MEM 433.941406 1498112484.7982
MEM 433.941406 1498112484.9148
MEM 433.945312 1498112485.0748
MEM 434.863281 1498112485.2248
MEM 433.945312 1498112485.3464
MEM 433.945312 1498112485.4698
MEM 433.945312 1498112485.5907
MEM 433.945312 1498112485.7118
MEM 433.945312 1498112485.8301
MEM 433.945312 1498112485.9481
MEM 433.945312 1498112486.0635
MEM 433.945312 1498112486.1820
MEM 434.863281 1498112486.3011
MEM 433.945312 1498112486.4250
MEM 433.945312 1498112486.5446
MEM 433.945312 1498112486.6632
MEM 433.945312 1498112486.7838
MEM 433.953125 1498112486.9023
MEM 433.953125 1498112487.0229
MEM 434.910156 1498112487.1423
MEM 433.953125 1498112487.2671
MEM 433.953125 1498112487.3820
MEM 433.953125 1498112487.5015
MEM 433.953125 1498112487.6186
MEM 433.953125 1498112487.7708
MEM 433.953125 1498112487.8932
MEM 433.953125 1498112488.0105
MEM 433.953125 1498112488.1283
MEM 433.953125 1498112488.2591
MEM 433.953125 1498112488.3848
MEM 433.953125 1498112488.5052
MEM 433.953125 1498112488.6291
MEM 433.953125 1498112488.7454
MEM 433.953125 1498112488.8603
MEM 433.953125 1498112488.9764
MEM 433.953125 1498112489.0941
MEM 433.953125 1498112489.2165
MEM 433.953125 1498112489.3378
MEM 433.953125 1498112489.4593
MEM 433.953125 1498112489.5774
MEM 433.953125 1498112489.6977
MEM 433.953125 1498112489.8165
MEM 434.910156 1498112489.9366
MEM 433.953125 1498112490.0577
MEM 435.128906 1498112490.1755
MEM 433.953125 1498112490.3034
MEM 433.953125 1498112490.4219
MEM 433.953125 1498112490.5372
MEM 433.953125 1498112490.6578
MEM 433.953125 1498112490.7723
MEM 433.953125 1498112490.8945
MEM 433.953125 1498112491.0166
MEM 433.953125 1498112491.1355
MEM 433.953125 1498112491.2551
MEM 433.964844 1498112491.3700
MEM 433.964844 1498112491.4903
MEM 433.964844 1498112491.6070
MEM 433.964844 1498112491.7276
MEM 433.964844 1498112491.8449
MEM 434.882812 1498112491.9662
MEM 433.964844 1498112492.0812
MEM 433.964844 1498112492.1976
MEM 433.964844 1498112492.3153
MEM 433.964844 1498112492.4337
MEM 433.964844 1498112492.5489
MEM 434.843750 1498112492.6673
MEM 433.980469 1498112492.7881
MEM 433.980469 1498112492.9064
MEM 433.980469 1498112493.0232
MEM 433.980469 1498112493.1437
MEM 433.980469 1498112493.2605
MEM 433.992188 1498112493.3814
MEM 433.992188 1498112493.5008
MEM 433.992188 1498112493.6176
MEM 433.992188 1498112493.7350
MEM 434.757812 1498112493.8533
MEM 433.996094 1498112493.9725
MEM 433.996094 1498112494.0892
MEM 433.996094 1498112494.2080
MEM 433.996094 1498112494.3274
MEM 434.000000 1498112494.4510
MEM 434.000000 1498112494.5745
MEM 434.000000 1498112494.6977
MEM 434.000000 1498112494.8179
MEM 434.000000 1498112494.9405
MEM 435.175781 1498112495.0584
MEM 434.000000 1498112495.1853
MEM 434.000000 1498112495.3025
MEM 434.000000 1498112495.4194
MEM 434.000000 1498112495.5373
MEM 434.000000 1498112495.6581
MEM 434.000000 1498112495.7758
MEM 434.000000 1498112495.8987
MEM 434.000000 1498112496.0178
MEM 434.000000 1498112496.1351
MEM 434.003906 1498112496.2535
MEM 434.003906 1498112496.3744
MEM 434.003906 1498112496.4966
MEM 434.003906 1498112496.6184
MEM 434.003906 1498112496.7397
MEM 434.003906 1498112496.8576
MEM 434.003906 1498112496.9804
MEM 434.003906 1498112497.1019
